"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Open Access","Citations count","Abstract","TL;DR"
"A hierarchical approach to removal of unwanted variation for large-scale metabolomics data.","https://scispace.com/papers/a-hierarchical-approach-to-removal-of-unwanted-variation-for-21h5j315gv","2021","Journal Article","Nature Communications","Taiyun Kim
Taiyun Kim
Owen Tang
Stephen T Vernon
Katharine A Kott
Yen Chin Koay
Yen Chin Koay
John W. Park
David E. James
Stuart M. Grieve
Stuart M. Grieve
Terence P. Speed
Terence P. Speed
Pengyi Yang
Gemma A. Figtree
John F. O'Sullivan
Jean Yee Hwa Yang","10.1038/S41467-021-25210-5","https://scispace.com/pdf/a-hierarchical-approach-to-removal-of-unwanted-variation-for-21h5j315gv.pdf","Yes","28","Liquid chromatography-mass spectrometry-based metabolomics studies are increasingly applied to large population cohorts, which run for several weeks or even years in data acquisition. This inevitably introduces unwanted intra- and inter-batch variations over time that can overshadow true biological signals and thus hinder potential biological discoveries. To date, normalisation approaches have struggled to mitigate the variability introduced by technical factors whilst preserving biological variance, especially for protracted acquisitions. Here, we propose a study design framework with an arrangement for embedding biological sample replicates to quantify variance within and between batches and a workflow that uses these replicates to remove unwanted variation in a hierarchical manner (hRUV). We use this design to produce a dataset of more than 1000 human plasma samples run over an extended period of time. We demonstrate significant improvement of hRUV over existing methods in preserving biological signals whilst removing unwanted variation for large scale metabolomics studies. Our tools not only provide a strategy for large scale data normalisation, but also provides guidance on the design strategy for large omics studies.","In this article, the authors propose a study design framework with an arrangement for embedding biological sample replicates to quantify variance within and between batches and a workflow that uses these replicate to remove unwanted variation in a hierarchical manner (hRUV)."
"A novel bioinformatics approach to identify the consistently well-performing normalization strategy for current metabolomic studies.","https://scispace.com/papers/a-novel-bioinformatics-approach-to-identify-the-consistently-4te5juop9q","2020","Journal Article","Briefings in Bioinformatics","Qingxia Yang
Jiajun Hong
Yi Li
Weiwei Xue
Song Li
Hui Yang
Feng Zhu","10.1093/BIB/BBZ137","https://scispace.com/pdf/a-novel-bioinformatics-approach-to-identify-the-consistently-4te5juop9q.pdf","Yes","51","Unwanted experimental/biological variation and technical error are frequently encountered in current metabolomics, which requires the employment of normalization methods for removing undesired data fluctuations. To ensure the 'thorough' removal of unwanted variations, the collective consideration of multiple criteria ('intragroup variation', 'marker stability' and 'classification capability') was essential. However, due to the limited number of available normalization methods, it is extremely challenging to discover the appropriate one that can meet all these criteria. Herein, a novel approach was proposed to discover the normalization strategies that are consistently well performing (CWP) under all criteria. Based on various benchmarks, all normalization methods popular in current metabolomics were 'first' discovered to be non-CWP. 'Then', 21 new strategies that combined the 'sample'-based method with the 'metabolite'-based one were found to be CWP. 'Finally', a variety of currently available methods (such as cubic splines, range scaling, level scaling, EigenMS, cyclic loess and mean) were identified to be CWP when combining with other normalization. In conclusion, this study not only discovered several strategies that performed consistently well under all criteria, but also proposed a novel approach that could ensure the identification of CWP strategies for future biological problems.","This study discovered several strategies that performed consistently well under all criteria, but also proposed a novel approach that could ensure the identification of CWP strategies for future biological problems."
"Data pre-processing for analyzing microbiome data – A mini review","https://scispace.com/papers/data-pre-processing-for-analyzing-microbiome-data-a-mini-27yf2nnmfz","2023","","Computational and structural biotechnology journal","Ruwen Zhou
Siu Kin Ng
Joseph J.Y. Sung
Wilson Wen Bin Goh
S. H. Wong","10.1016/j.csbj.2023.10.001","","No","","The human microbiome is an emerging research frontier due to its profound impacts on health. High-throughput microbiome sequencing enables studying microbial communities but suffers from analytical challenges. In particular, the lack of dedicated preprocessing methods to improve data quality impedes effective minimization of biases prior to downstream analysis. This review aims to address this gap by providing a comprehensive overview of preprocessing techniques relevant to microbiome research. We outline a typical workflow for microbiome data analysis. Preprocessing methods discussed include quality filtering, batch effect correction, imputation of missing values, normalization, and data transformation. We highlight strengths and limitations of each technique to serve as a practical guide for researchers and identify areas needing further methodological development. Establishing robust, standardized preprocessing will be essential for drawing valid biological conclusions from microbiome studies.","Preprocessing methods discussed include quality filtering, batch effect correction, imputation of missing values, normalization, and data transformation, which will be essential for drawing valid biological conclusions from microbiome studies."
"hRUV: Hierarchical approach to removal of unwanted variation for large-scale metabolomics data","https://scispace.com/papers/hruv-hierarchical-approach-to-removal-of-unwanted-variation-1tvc621ptl","2020","Posted Content","bioRxiv","Taiyun Kim
Taiyun Kim
Owen Tang
Stephen T Vernon
Katharine A Kott
Yen Chin Koay
John W. Park
David E. James
Terence P. Speed
Terence P. Speed
Pengyi Yang
John F. O'Sullivan
Gemma A. Figtree
Jean Yee Hwa Yang","10.1101/2020.12.21.423723","https://scispace.com/pdf/hruv-hierarchical-approach-to-removal-of-unwanted-variation-1tvc621ptl.pdf","Yes","","Liquid chromatography-mass spectrometry based metabolomics studies are increasingly applied to large population cohorts, running for several weeks to months, even extending to years of data acquisition. This inevitably introduces unwanted intra- and inter-batch variations over time that can overshadow true biological signals and thus hinder potential biological discoveries. To date, normalization approaches have struggled to mitigate the variability introduced by technical factors whilst preserving biological variance, especially for protracted acquisitions. Here, we designed an experiment with an arrangement to embed biological sample replicates to measure the variance within and between batches for over 1,000 human plasma samples run over 44 days. We integrate these replicates in a novel workflow to remove unwanted variation in a hierarchical structure (hRUV) by progressively merging the adjustments in neighbouring batches. We demonstrate significant improvement of hRUV over existing methods in maintaining biological signals whilst removing unwanted variation for large scale metabolomics studies.","In this paper, the authors designed an experiment with an arrangement to embed biological sample replicates to measure the variance within and between batches for over 1,000 human plasma samples run over 44 days, and integrate these replicates in a novel workflow to remove unwanted variation in a hierarchical structure (hRUV) by progressively merging the adjustments in neighbouring batches."
"mzLearn, a data-driven LC/MS signal detection algorithm, enables pre-trained generative models for untargeted metabolomics","https://scispace.com/papers/mzlearn-a-data-driven-lc-ms-signal-detection-algorithm-5z4zwm1yn13v","2025","Journal Article","","Leila Pirhaji
Jonah Eaton
Adarsh K. Jeewajee
Min Zhang
Matthew Morris
Maria Karasarides","10.1101/2025.01.26.634927","","No","","Metabolite alterations are linked to diseases, yet large-scale untargeted metabolomics remains constrained by challenges in signal detection and integration of diverse datasets for developing pre-trained metabolic models. Here, we introduce mzLearn, a data-driven algorithm for untargeted metabolomic signal detection that requires no input parameters or metabolomics expertise. mzLearn outperforms existing methods in both signal quantity and quality, effectively correcting instrument drifts across large cohorts without experimental QC samples. mzLearn detected robust metabolite signals from 20,548 blood samples from diverse studies, enabling the development of first-in-class pre-trained generative models for untargeted metabolomics. Learned metabolite representations reflected demographic data and when fine-tuned on unseen renal cell carcinoma data, improved downstream clinical and survival tasks. Metabolite representation further facilitated joint and adversarial learning for prognostic and predictive patient stratification, outperforming clinical-grade risk criteria in survival prediction. mzLearn democratizes untargeted metabolomics data and paves the way for developing foundation models for untargeted metabolomics.","Researchers introduce mzLearn, a data-driven algorithm for untargeted metabolomics signal detection, outperforming existing methods and enabling pre-trained generative models for metabolomics, improving clinical and survival tasks, and facilitating patient stratification."
"MAFFIN: metabolomics sample normalization using maximal density fold change with high-quality metabolic features and corrected signal intensities","https://scispace.com/papers/maffin-metabolomics-sample-normalization-using-maximal-2n2be7bh","2022","Journal Article","Bioinformatics","Tao Huan","10.1093/bioinformatics/btac355","https://scispace.com/pdf/maffin-metabolomics-sample-normalization-using-maximal-2n2be7bh.pdf","Yes","","Abstract Motivation Post-acquisition sample normalization is a critical step in comparative metabolomics to remove the variation introduced by sample amount or concentration difference. Previously reported approaches are either specific to one sample type or built on strong assumptions on data structure, which are limited to certain levels. This encouraged us to develop MAFFIN, an accurate and robust post-acquisition sample normalization workflow that works universally for metabolomics data collected on mass spectrometry (MS) platforms. Results MAFFIN calculates normalization factors using maximal density fold change (MDFC) computed by a kernel density-based approach. Using both simulated data and 20 metabolomics datasets, we showcased that MDFC outperforms four commonly used normalization methods in terms of reducing the intragroup variation among samples. Two essential steps, overlooked in conventional methods, were also examined and incorporated into MAFFIN. (i) MAFFIN uses multiple orthogonal criteria to select high-quality features for normalization factor calculation, which minimizes the bias caused by abiotic features or metabolites with poor quantitative performance. (ii) MAFFIN corrects the MS signal intensities of high-quality features using serial quality control samples, which guarantees the accuracy of fold change calculations. MAFFIN was applied to a human saliva metabolomics study and led to better data separation in principal component analysis and more confirmed significantly altered metabolites. Availability and implementation The MAFFIN algorithm was implemented in an R package named MAFFIN. Package installation, user instruction and demo data are available at https://github.com/HuanLab/MAFFIN. Other data in this work are available on request. Supplementary information Supplementary data are available at Bioinformatics online.","Huan et al. as mentioned in this paper proposed an accurate and robust post-acquisition sample normalization workflow that works universally for metabolomics data collected on mass spectrometry (MS) platforms."
"DBnorm as an R package for the comparison and selection of appropriate statistical methods for batch effect correction in metabolomic studies.","https://scispace.com/papers/dbnorm-as-an-r-package-for-the-comparison-and-selection-of-174t47bhk3","2021","Journal Article","Scientific Reports","Nasim Bararpour
Federica Gilardi
Cristian Carmeli
Cristian Carmeli
Jonathan Sidibé
Julijana Ivanisevic
Tiziana Caputo
Marc Augsburger
Silke Grabherr
Béatrice Desvergne
Nicolas Guex
Murielle Bochud
Aurélien Thomas","10.1038/S41598-021-84824-3","https://serval.unil.ch/resource/serval:BIB_C00E7D1EAE17.P001/REF.pdf","Yes","","As a powerful phenotyping technology, metabolomics provides new opportunities in biomarker discovery through metabolome-wide association studies (MWAS) and the identification of metabolites having a regulatory effect in various biological processes. While mass spectrometry-based (MS) metabolomics assays are endowed with high throughput and sensitivity, MWAS are doomed to long-term data acquisition generating an overtime-analytical signal drift that can hinder the uncovering of real biologically relevant changes. We developed ""dbnorm"", a package in the R environment, which allows for an easy comparison of the model performance of advanced statistical tools commonly used in metabolomics to remove batch effects from large metabolomics datasets. ""dbnorm"" integrates advanced statistical tools to inspect the dataset structure not only at the macroscopic (sample batches) scale, but also at the microscopic (metabolic features) level. To compare the model performance on data correction, ""dbnorm"" assigns a score that help users identify the best fitting model for each dataset. In this study, we applied ""dbnorm"" to two large-scale metabolomics datasets as a proof of concept. We demonstrate that ""dbnorm"" allows for the accurate selection of the most appropriate statistical tool to efficiently remove the overtime signal drift and to focus on the relevant biological components of complex datasets.","Dbnorm as mentioned in this paper integrates advanced statistical tools to inspect the dataset structure not only at the macroscopic (sample batches) scale, but also at the microscopic (metabolic features) level."
"tsrobprep -- an R package for robust preprocessing of time series data","https://scispace.com/papers/tsrobprep-an-r-package-for-robust-preprocessing-of-time-frbrqpylxs","2021","Journal Article","arXiv: Machine Learning","Michał Narajewski
Jens Kley-Holsteg
Florian Ziel","10.1016/J.SOFTX.2021.100809","https://arxiv.org/pdf/2104.12657.pdf","Yes","","Data cleaning is a crucial part of every data analysis exercise. Yet, the currently available R packages do not provide fast and robust methods for cleaning and preparation of time series data. The open source package tsrobprep introduces efficient methods for handling missing values and outliers using model based approaches. For data imputation a probabilistic replacement model is proposed, which may consist of autoregressive components and external inputs. For outlier detection a clustering algorithm based on finite mixture modelling is introduced, which considers typical time series related properties as features. By assigning to each observation a probability of being an outlying data point, the degree of outlyingness can be determined. The methods work robust and are fully tunable. Moreover, by providing the auto_data_cleaning function the data preprocessing can be carried out in one cast, without manual tuning and providing suitable results. The primary motivation of the package is the preprocessing of energy system data, however, the package is also suited for other moderate and large sized time series data set. We present application for electricity load, wind and solar power data.","Tsrobprep as mentioned in this paper is a R package for handling missing values and outliers using model-based approaches, which can be used for energy system data, however, the package is also suited for other moderate and large sized time series data set."
"Omics Untargeted Key Script: R-Based Software Toolbox for Untargeted Metabolomics with Bladder Cancer Biomarkers Discovery Case Study.","https://scispace.com/papers/omics-untargeted-key-script-r-based-software-toolbox-for-4dsc3xljxx","2021","Journal Article","Journal of Proteome Research","I. V. Plyushchenko
Elizaveta S Fedorova
Natalia V Potoldykova
Konstantin A Polyakovskiy
A.I. Glukhov
A.I. Glukhov
Igor Rodin
Igor Rodin","10.1021/ACS.JPROTEOME.1C00392","","No","","Large-scale untargeted LC-MS-based metabolomic profiling is a valuable source for systems biology and biomarker discovery. Data analysis and processing are major tasks due to the high complexity of generated signals and the presence of unwanted variations. In the present study, we introduce an R-based open-source collection of scripts called OUKS (Omics Untargeted Key Script), which provides comprehensive data processing. OUKS is developed by integrating various R packages and metabolomics software tools and can be easily set up and prepared to create a custom pipeline. Novel computational features are related to quality control samples-based signal processing and are implemented by gradient boosting, tree-based, and other nonlinear regression algorithms. Bladder cancer biomarkers discovery study which is based on untargeted LC-MS profiling of urine samples is performed to demonstrate exhaustive functionality of the developed software tool. Unique examination among dozens of metabolomics-specific data curation methods was carried out at each processing step. As a result, potential biomarkers were identified, statistically validated, and described by metabolism disorders. Our study demonstrates that OUKS helps to make untargeted LC-MS metabolomic profiling with the latest computational features readily accessible in a ready-to-use unified manner to a research community.","Omics Untargeted Key Script (OUKS) as mentioned in this paper is an R-based open-source collection of scripts, which provides comprehensive data processing for large-scale untargeted LC-MS-based metabolomic profiling."
"Concepts and Software Package for Efficient Quality Control in Targeted Metabolomics Studies - MeTaQuaC","https://scispace.com/papers/concepts-and-software-package-for-efficient-quality-control-24jwg4oba7","2020","Posted Content","bioRxiv","Mathias Kuhring
Alina Eisenberger
Vanessa A. F. Schmidt
Nicolle Kränkel
David M. Leistner
Jennifer A. Kirwan
Dieter Beule","10.1101/2020.01.10.901710","https://scispace.com/pdf/concepts-and-software-package-for-efficient-quality-control-24jwg4oba7.pdf","Yes","","Targeted quantitative mass spectrometry metabolite profiling is the workhorse of metabolomics research. Robust and reproducible data is essential for confidence in analytical results and is particularly important with large-scale studies. Commercial kits are now available which use carefully calibrated and validated internal and external standards to provide such reliability. However, they are still subject to processing and technical errors in their use and should be subject to a laboratory’s routine quality assurance and quality control measures to maintain confidence in the results. We discuss important systematic and random measurement errors when using these kits and suggest measures to detect and quantify them. We demonstrate how wider analysis of the entire dataset, alongside standard analyses of quality control samples can be used to identify outliers and quantify systematic trends in order to improve downstream analysis. Finally we present the MeTaQuaC software which implements the above concepts and methods for Biocrates kits and creates a comprehensive quality control report containing rich visualization and informative scores and summary statistics. Preliminary unsupervised multivariate analysis methods are also included to provide rapid insight into study variables and groups. MeTaQuaC is provided as an open source R package under a permissive MIT license and includes detailed user documentation.","It is demonstrated how wider analysis of the entire dataset, alongside standard analyses of quality control samples can be used to identify outliers and quantify systematic trends in order to improve downstream analysis."
"Online Missing Value Imputation and Change Point Detection with the Gaussian Copula","https://scispace.com/papers/online-missing-value-imputation-and-change-point-detection-7sdwx6gh","2022","Journal Article","Proceedings of the ... AAAI Conference on Artificial Intelligence","","10.1609/aaai.v36i8.20906","https://scispace.com/pdf/online-missing-value-imputation-and-change-point-detection-7sdwx6gh.pdf","Yes","","Missing value imputation is crucial for real-world data science workflows. Imputation is harder in the online setting, as it requires the imputation method itself to be able to evolve over time. For practical applications, imputation algorithms should produce imputations that match the true data distribution, handle data of mixed types, including ordinal, boolean, and continuous variables, and scale to large datasets. In this work we develop a new online imputation algorithm for mixed data using the Gaussian copula. The online Gaussian copula model produces meets all the desiderata: its imputations match the data distribution even for mixed data, improve over its offline counterpart on the accuracy when the streaming data has a changing distribution, and on the speed (up to an order of magnitude) especially on large scale datasets. By fitting the copula model to online data, we also provide a new method to detect change points in the multivariate dependence structure for mixed data with missing values. Experimental results on synthetic and real world data validate the performance of the proposed methods.","In this article , a new online imputation algorithm for mixed data using the Gaussian copula model is developed, which can produce imputations that match the true data distribution, handle data of mixed types, including ordinal, boolean, and continuous variables, and scale to large datasets."
